,,wrld_5ddbaf09-fcd5-4905-add9-63791a8b0a79,Hollow Misty
,,wrld_56332259-82e2-4865-813c-fd9eb6a670a0,minho`s Private island
,,wrld_ef5e1903-f0be-4533-a4cd-821d1094a919,雨見温泉 Rainy hot spring
,,wrld_d02b31a3-c5be-49cf-b94e-f8a8b833fe33,Hollow Meteor
,,wrld_94409b37-c3b7-4b32-806d-98bc76c72636,Bottle in the ocean
,,wrld_57de18cc-14b3-4583-a40b-9fdcafb0e7f8,Aurum City
,,wrld_1f6f40fc-ec8d-4385-b267-1e67541573c4,Glass Houses
,,wrld_09013f01-f94e-47e0-b03b-9a7b2c26ab77,Fernablo's Avatar World
,,wrld_e325a161-1402-409e-a915-08e9e30242c3,Inside The Projector
,,wrld_96aa1f7f-1e25-4c2f-999a-532768c02dea,O M E G A II
,,wrld_02f97bfe-a704-4f74-baca-cf5909782aca,NightRealm: Floating Island
,,wrld_a5393da3-ea6b-4b18-98d4-82cae5567457,NightRealm: Meditation Tree
,,wrld_68174e60-e547-4332-9c40-4b6627820bf9,NightRealm: Silver Chamber
,,wrld_2024c4dd-6698-49a7-9aa0-d0175fb0de34,Nightrealm: The Sanctuary
,,wrld_d46bee2e-f689-45a5-b876-8d347e086850,Nightrealm: The silent Forest
,,wrld_9e7b701d-7121-4de9-ab88-9bb9f7c7bfba,NightRealm: Ocean View
,,wrld_e8bee0e2-de02-48b0-817d-953d708fed0d,海列車 - Ocean Train -
,,wrld_0f73e38d-4ccd-4b92-b35d-95bd6e432c64,魔女の旅
,,wrld_90967b6b-da13-4d1a-ab64-ee2ff863dbbe,WakBang
,,wrld_12f5a625-6858-414f-ba2e-c38a82d34824,"Griffin Story ""The story from snow mountain"""
,,wrld_7a5ba2b1-8a49-455f-a0c0-093d36a3fd25,Heart's Avatar Room
,,wrld_740ae0f8-d652-4a74-b86d-55ed64d8e4c9,Cozu's Avatars (Quest and PC)
,,wrld_1e9f556d-088f-4723-96d7-3103fd173f25,
,,wrld_0bae1cf1-eb0f-4dda-bcf0-33d86eaf1c25,Just Goo Infection - Slime Infects You -
,,wrld_b4a01c52-d603-4ab8-980e-77994e5943fe,Gimbal Arena: Zero-G Game
,,wrld_ad903340-41c5-44a1-bf37-9bfad5c91a76,The Midnight Bar
,,wrld_82a692e0-fa9d-47f4-845d-cc6a0d559723,Himmel's Flower Field
,,wrld_bbc2b2a5-7d02-4319-a37d-b31692b93624,BAR REBELLION
,,wrld_bb1908e9-bd8e-4357-9d50-3f3506c4a3df,
,,wrld_6fb49bf9-155b-4a83-8a99-44986d0bf0db,Snowy Ice Skating Rink
,,wrld_5d91cad6-a4cf-4404-9939-49e4c9f7cddb,Howl's Moving Castle
,,wrld_f02f7392-08b7-4462-8924-f3a541f9486f,Lethal Company
,,wrld_d604e744-caf8-4aff-b766-0f0f2932ab17,OrbWorld
,,wrld_7df00a81-9e22-4544-9e3e-f5fc11ecfef8,Seattleite ( visualizer )
,,wrld_bb4ddbf5-d32a-4cac-814a-ab5e65e670ec,The Void Visualizer
,,wrld_392e3475-b2ac-4c0d-b62b-ac52eb57e01d,Universe Space
,,wrld_33d8ee4e-457d-41b3-a9b0-6f44051b99a2,Thad Storm Capsule
,,wrld_5398cd20-473a-4314-9158-fc31afdfe590,[Sleep]HRR PB Bedroom v3.0.0
,,wrld_561e34f1-29ce-4ef6-b752-a183e52c1b49,酒酱滴模型小窝
,,wrld_3d12fbc0-c470-4e97-9191-3cf3aeba8832,[JP] USiOPORT ウシヲポート
,,wrld_798c1dd9-13c6-43bb-bfb6-6280fe499b4d,USiOPORT SDK2 [Old Version]
,,wrld_58a37761-9dae-45c1-aed3-71b0f099019c,The Old Sanctuary | 古い 聖域
,,wrld_8d0d680b-a8e1-4b8d-a901-4bd0cbbd9e6e,2022 VRChat world-10 result 【PC】
,,wrld_482fc4c7-cb65-41af-af5a-1118845d8a27,KTNK ETT HOUSE
,,wrld_58db5693-5d1b-4303-b949-ef353b8fb8e7,Darkmoon Faire
,,wrld_6f0b6096-16be-4538-bb28-4216c33018ae,
,,wrld_0eb04344-2129-48c0-b760-e7e39f52cc3e,Abyssal Opera
,,wrld_58e7347e-cfcd-4f34-8169-5ba4b7047aa7,Marshmallow Peak
,,wrld_9afe11db-ced2-41ab-9c8e-c973ebe1930b,Audio Core
,,wrld_c9e47510-6a71-4993-8f59-76493fb57a96,Keyboard Piano
,,wrld_1776d611-470f-4554-86e3-4be5e6f11564,Crimson's Avatar Gallery
,,wrld_b3419f6a-d9ff-4eaf-8983-db437d4750e0,「Quest」Kosmos Deep Sea Aquarium
,,wrld_0a959ca0-490b-4c83-957a-56d1d3839a6c,Star Sea Sky
,,wrld_030a6438-a80b-4290-9dfd-6e087c8d1e7d,Beach of the sea of stars
,,wrld_56fa9019-6b5d-49a5-969a-bec3b491f299,The Legend of Zelda: Twilight Princess Temple of Time
,,wrld_650a2f34-c73d-49ba-88d8-1528aee0241c,Immortalhawk's Misc Avatars
,,wrld_37b0eeae-86ce-42e0-9600-81be88d65028,Case III - Carrier in a Storm -
,,wrld_f4e297a6-840d-496b-99ab-f20ee6217cfb,Space Avatars [PHYS BONES]
,,wrld_c804995c-e5e7-41bd-866e-cb01d6142f23,Attack on Titan: Beyond the Horizon
,,wrld_c1dd0c23-649a-408a-a655-304dd170b5f3,クリスマスからのラストメッセージ[2024 Update]
,,wrld_63c7256c-115a-4558-a31f-bd7e8fc84631,Deep sea aquarium
,,wrld_5c07244e-c902-42d9-8a84-1f40a1661fa6,OneRoom -C-
,,wrld_4e61aa2b-0682-4150-9e80-007ba39eafb1,See rainbow / 行蛟見虹
,,wrld_e8fc58b0-351d-446a-aa76-67d7e95bf74b,《遥旅》 地图推荐&照片墙
,,wrld_5457a6f9-3a49-40d4-8c11-a02f5e878cc2,I was sealed in the library for thirty thousand years
,,wrld_0450123c-a41c-4fde-92d1-4f6c8b58ad6c,[Bedroom] 恋文 / Love Letter v1.2.0
,,wrld_e1f619ad-e20b-4d75-b160-0f9132d47fda,Live in the Frame [VRAA02]
,,wrld_9cd8dc58-e25d-4eda-810a-d79f797ab429,Let's Just Pokky Game Udon3!!
,,wrld_d73b31d3-4ed8-4804-800f-120812c3d459,Aqua Cafe
,,wrld_9201569b-410c-4fc6-8a82-096eba2294ee,ocean of quantum
,,wrld_a24c7e6d-113c-4c63-b04a-0773cefc6f46,【particle】 2U Night Drive
,,wrld_07301526-fa75-4bb9-b1b8-f5337e93edf7,【particle】sea voyage
,,wrld_5a32170d-7d1a-4d24-b1f9-4717087c6c7a,sea bottom sound
,,wrld_5fe81c2d-ec49-4395-97dc-36c1f1dfcec6,Suika Game [スイカゲーム]
,,wrld_64980b48-713e-4cc5-aa2e-31c5cad9ed36,Deep Sea Train
,,wrld_b6a7f8c3-cc2a-4859-bb14-672f255ee3f5,Project SPA
,,wrld_9a34170a-e5b4-4a4f-8f8d-84241a2ed17b,Room L
,,wrld_ee52cc8a-d8ff-4375-a105-484d8d26f27c,129600 years of waiting
,,wrld_e5c30b56-efa8-42d5-a8d4-a2cca2bf3403,Just H Party 2.0
,,wrld_6f4aa97a-26c1-4ad7-ab43-04d910755cf3,Ocean Escape
,,wrld_ed7852ef-28fb-4618-b461-6dcef1a74b40,Palace Bath House
,,wrld_878319a8-f26e-488a-9594-ad2bca78250d,Otaku NEET Girl Room
,,wrld_59c57395-f897-46a8-b1a4-944840fdd776,海燕桑Mia的模型房avatar
,,wrld_4183edca-3b77-400c-a667-ec8b2885a062,Orchestar
,,wrld_505f4d19-00a5-448c-9440-913c86ec9761,MoonLit Wanderings
,,wrld_a844f592-88a8-400e-ac09-41793eaa4282,!Krolik Avatars!
,,wrld_4d45d9ac-3159-47d3-9631-c302571952ca,黎明に咲く華 flower blooming at dawn
,,wrld_7632e2c9-38b7-4feb-9d42-abb85cf09985,漣に揺蕩い ripple sway
,,wrld_f6da72dd-c8ed-4fc8-98df-b2d2d790d3e1,Dot's space
,,wrld_11f1760c-3549-4282-b95f-a900dff25de2,Restrict in Bio POD
,,wrld_e6d83a30-101c-485f-9bb1-9be411dd085e,
,,wrld_36721b5c-d003-4a7c-b19f-34d3dcb4bb2c,The Unicorn Glade
,,wrld_ac92e1e8-0059-4249-a5af-18bd4b3e8478,Hide And Shriek
,,wrld_f86c946a-c5e2-4cf3-9bbf-02934e047479,TeaTime Avatar World
,,wrld_637ca2d9-9073-4bf4-ba24-c194ff051536,Avatars by Mai
,,wrld_ecbfb6ee-51c1-495a-ab30-bd3c641e3dfe,Just Matching Chihaya Room
,,wrld_88340501-9427-4b6f-9894-023d79bd848d,放置箱 -Just AFK-
,,wrld_87570ef8-715f-41f8-a7b4-6ceff4ac33f9,Private Aquarium
,,wrld_cda06e5b-98cc-4d29-99e4-828364368b44,Beach Time
,,wrld_a49a976d-1553-431c-b382-f5bf9b38f636,Lonely Island
,,wrld_6a2663b6-caa0-4eec-b508-c8b157ddcde9,Where am I
,,wrld_bc05f174-aac8-4ca5-abd0-438ce7670a26,m1n0t0r Techno Dome Show
,,wrld_c162d8ba-77e4-4c7d-8435-fc0509acb85e,The Rat Kingdom|Wererat
,,wrld_67345ee9-9448-4a4b-a6af-787989452ec2,Ame's second avatar world
,,wrld_ed2ef401-2303-4870-a4ad-ff2febaf481b,Puddin's Avatar World
,,wrld_95079bf5-538e-4efb-9cb8-2aa75a0f9d11,pika1ups 2d avatars
,,wrld_1134e92b-7d6e-4a2e-8577-deca1be4458e,Narixm's Avatar world
,,wrld_dfc44eb2-7d55-4fde-893d-720bfb8b36d8,Hazey's Hideaway
,,wrld_62442b09-10a9-4a16-9151-bf7974873d57,The Princess and the Dragon
,,wrld_84eceae5-cf39-4af3-98fa-a98899508936,The shrine of the lost souls
,,wrld_17940ba7-07dd-4a68-b7ac-41c97f8842c2,Maryn's Palace Hallway Udon
,,wrld_3f1fe341-e789-4949-8c60-20eecf616b32,Hogwarts Legacy Slytherin Commons
,,wrld_54e4eb6c-711d-4711-ae3d-cf9179bcbf7b,[Omori] Deeper Well HD
,,wrld_730e9a56-187a-4679-9b53-11e61038c9c5,VRtebrae
,,wrld_36e2f0ee-d694-4f8c-8216-02016be70ddb,The Zero-Gym V2
,,wrld_8789db8b-d130-47a8-99b1-e25bc27c3fc8,Faceman's Domain
,,wrld_12f21628-a8b1-4e7b-9f8a-9af6d7cdf0df,Perfection in Marble
,,wrld_340c4c94-5731-4518-9ca7-504c634ca9ed,Asmongold
,,wrld_7afbc106-7e03-4339-b7b4-fdd375bd5e98,Starry Ocean
,,wrld_20c85a41-1e8a-4b50-a0f4-116fd5f1fd23,Bia's tree
,,wrld_a9ef7b0e-2762-4cc4-b8ea-a1611c8f64f2,Snivy's Avatars
,,wrld_a5ef4beb-e888-405d-bda9-1bb13c69e3b3,The Unoriginal Room
,,wrld_78680b3c-9b7b-404e-9cbc-f4ded80b0380,SMOL BOAT
,,wrld_9a7eb5a0-e2c5-4382-9739-625bfe121c84,Penetration
,,wrld_d6004e4f-c317-4a68-9c1e-b46a0835cbb8,qwertyn's avatar world
,,wrld_bba4a63d-3063-4b7e-8b56-831968ef16e2,Mega Man Museum
,,wrld_ab97f9c0-faa9-412c-bd84-b4777a49275b,Crash Bandicoot and Nickelodeon and Balan Wonderworld and Ratchet & Clank and Mario and Psychonauts Avatars Worlds
,,wrld_daa027ca-07d8-4ca2-bf78-b838d4d9ea79,Mr. Chimp - 2:nd Avatar World
,,wrld_b6a73703-2ee9-4266-a05d-1abb09f95d31,Mr. Chimp - Avatar World
,,wrld_54def03e-681f-4240-bf36-17f0fa5cc986,藤宮りんご試着室
,,wrld_ad06d0e8-4472-436c-9405-1770b0d4b74f,Arctic's Mediocre Persona Avatar World
,,wrld_2f3a2be8-695f-4b06-bb00-59bcf3c529db,NEO: TWEWY Avatar World
,,wrld_9a4b710b-44bd-4661-b23f-edd87b284589,Stand by me
,,wrld_86b4a732-0d1c-424b-ba1f-795540848d1c,Shantrix Home
,,wrld_066a9844-7a30-40c4-b0f4-c7a399b4d262,Jewel Plane
,,wrld_ade79dc2-5b98-4c43-9e55-fb1eb8706c7d,Monochrome Laboratory
,,wrld_ec3d34a5-2985-47cc-83b7-8beca536fe3e,Zombie Bunker
,,wrld_3ed21f9a-e702-4734-95ac-83b1fff4d004,Hayweee's Avatar Stash
,,wrld_a6b354d6-2735-4f80-b7e6-62d7c0bf4f52,
,,wrld_bb31af1b-ec5b-41ba-b822-208a6a70de22,Blooper's Avatars
,,wrld_b514c4f3-74d1-42d7-9c04-3fe6b933fce8,Hopps' Avatars
,,wrld_32402c8f-f897-4ed6-8266-cd22fdce3313,Infected: Reborn
,,wrld_e98a245d-dd00-4231-9223-794c48687cfa,さーくるどろーいんぐ Avatar World
,,wrld_bbea3a86-f9e0-4d6e-b181-a095bc67cdde,BunkleZ (All Avatar World)
,,wrld_d9caadf1-a4f2-484c-9d1b-0b63739d59b4,Fireworks garden
,,wrld_0f11a634-93fb-4b37-bfbc-bc9099dbe677,Pastel Aesthetics
,,wrld_b2d66c0e-19e3-4162-89ce-60d777030d5c,Aoji Avatars
,,wrld_27d9d683-49a4-4c50-9db9-ccddd08afe6d,模の屋
,,wrld_14ee096c-7568-4d53-90a5-8f823016a30d,Darktooth's World of Avatars
,,wrld_db291a54-7dfb-43a0-a47c-2a30100383c1,cow's comfy avatar world
,,wrld_613a1804-1af3-47d6-a25c-bfa2cd398daa,cow's avatar world
,,wrld_829f2194-252c-4d27-b50e-2ca7a993cf3d,Ame's halloween avatar world
,,wrld_0e5f4a28-1174-4bf3-824f-0cdfbd989797,Yuumis Avatar World
,,wrld_a746af1b-1e7b-4f07-a9c6-d7c5227490d6,Pokémon Battling Avatars!|3.0 / Udon
,,wrld_94268073-82c2-4919-8761-748e422a7ed5,
,,wrld_1fd52841-fe2c-4e9e-a5d4-738c02715c4e,蝶と光の公園 -butterfly park-
,,wrld_b98c0260-be25-411c-92b4-980034953e85,Qv pen Ready 2.1.0.0
,,wrld_208a7eee-2f72-49c4-aa45-cd86c2fa25dd,ADAM ADAM ADAM ADAM ADAM ADAM ADAM ADAM ADAM ADAM ADAM
,,wrld_fe982157-ad1a-49d6-8d11-607de785b4ee,No More Heroes 2 Travis's Room
,,wrld_b7d40a88-c445-44df-ab5e-3d34194ea0a2,Seasick's Room (avatars)
,,wrld_64054e60-d3ce-423d-8154-bc982dec58e0,Seasick's odd Avatars{PS1 Avatars!}
,,wrld_ccb5cf4d-96ca-447b-9c4c-c8ced83f9cdf,YPT Optimized Avatars - new avatars added!
,,wrld_db853b3a-3923-4e5f-bcc1-22a9b716e1e3,YPT Avatar World
,,wrld_5fa63c85-ef32-4a74-89bb-7184b42d2f2b,Hypothy`s avatar room
,,wrld_744fdd9f-68d8-4844-a92d-0f6a74de3db7,Silver Moth's Hoppou Gym
,,wrld_6a7b6e11-e609-48c6-aedf-68513b702a25,KingVishnal's Sakura
,,wrld_8e9b2b08-c235-4c72-b0f5-979e0ca43110,"Mogo Tol's and ""Others"" Avatar World"
,,wrld_202b96d1-bb4b-415e-b7a3-e1d07a144f60,SlimJims Avatar World 3.0 [Updated]
,,wrld_3d620b46-5fcf-4899-a8d4-8e27abecad57,"scout43,s office"
,,wrld_e675b016-89e0-4b4a-99b9-e637c62170bd,Public Avatars x Chill
,,wrld_953eff93-20c9-457b-8ef0-1ac2130d5b8a,The Snooze's Scary Maze
,,wrld_a3e0ec54-2fc2-49ba-8e32-d0ca9d6bbaa2,The Whaddatoy Store
,,wrld_4dc84155-3e84-4fc4-adb4-9efeb039654b,
,,wrld_184eb117-04ad-4801-8cd5-b76909eb5ec1,LGBTQ avatars and vibe
,,wrld_30ab4792-88d8-405a-931a-1fc4c2b84ee3,WIIT Metaverse Creation Lab Exhibition
,,wrld_25a3d84f-58dc-4f57-a280-1b2c435009f3,Pum's Bird Avatars ver5.5
,,wrld_039a0682-2c51-4c00-bc75-c483be7de4d9,Lego Artemis Project
,,wrld_b7f581ed-f385-447b-b5d1-f232c7d1a08a,!~Daycare Attendant Room~!
,,wrld_acb3a255-adc4-4db9-a1fc-8d7eac3a32c9,Ice Scream Avatar World
,,wrld_20e61844-059a-4b1a-9870-4b957396118e,King's Raid Summoning
,,wrld_8d7b0408-f606-4230-b122-e41ee1225446,Grow117 Avatar world 2
,,wrld_76bad17f-b80e-4522-b45f-69cc40058e68,Grow117 Avatars
,,wrld_e7ac4673-0042-4126-956e-c782041a24c0,Gamer's Avatar World
,,wrld_6a10cd2b-7b72-4bb8-b2c5-3b9c11998efb,Genshin Impact Avatar World
,,wrld_15cb2654-de2f-4c63-b5ca-735ed91e3431,(DEPRECATED) Eugene H. Krabs' OLD Avatar World V3.12!
,,wrld_9492a95f-b863-4542-ac52-3dcfa219cd98,「チセ - chise - 」体験ワールド
,,wrld_3df7b7f6-a73b-4783-a9be-bab21e887d50,TamishTammy's Avatar Cube
,,wrld_acd3fd66-425c-423b-b991-bd0b6b09a696,SWRebel87's Avatar World
,,wrld_2b8f0a90-9c9d-46e8-8cc4-05200f990f67,"Overwatch Ramattra Land You will suffer as I, Ramattra have suffered! Your torment will outlast the stars! When the universe dwindles into dust, there you will be, still suffering as I have suffered."
,,wrld_229e720e-dc3c-446c-bc3a-2a15c0c8926b,Bagel World
,,wrld_b64b5d8f-478d-48b8-8e01-68749ad0def1,VORTECK LAND
,,wrld_0820360c-4cac-4c19-88f0-28ee136f15a6,Nasahi-Re
,,wrld_2789c5cf-4665-44f6-943f-204dd5a13235,DUCC's Avatars
,,wrld_a14a54c2-2fe4-462f-ab1e-d44e0140c290,Onesie Avatar World
,,wrld_58144ee1-93b6-49da-8b19-a4d0dd92b1b8,
,,wrld_d436c24f-4cf1-47e8-af21-31d51f5fde55,eru avatars 3.0
,,wrld_26a207c4-e8f3-4d1f-8127-e5fb418aca72,Kyo's AVA world
,,wrld_829c1f70-ed07-4dac-ad58-df7152655a09,King's Raid Avatars
,,wrld_098e0231-0829-4ee3-aa82-fd14860d9d5f,ThatPortals Avatars v3
,,wrld_a014a28d-03d5-43b0-9cff-280171f511e3,Lord's Avatar world
,,wrld_9048961f-d59f-4ea0-b14a-69d803bdeabb,Box OFF Mi
,,wrld_7a20ca72-fc16-4615-9de6-3bf4f38944f6,My heart is cold
,,wrld_6cf84aa0-5b7e-46ba-bad6-9a1f22347a29,
,,wrld_e8ca09e8-0a03-408c-9acd-cce845780843,Fennec Avatar World
,,wrld_625fca57-f404-47a9-9c3d-145eb7448c14,Trashcan's Avatar World
,,wrld_1153c06c-f59c-4d18-a335-8e48fe192d28,Bugs Avatars
,,wrld_65b01c5c-d8d8-4d1d-8355-b6b9ab7fe5c7,what's Lain?...
,,wrld_b5bf16f5-115a-41e4-bf0f-c519ecc8cd94,Shevi's Avatars
,,wrld_da462f04-1dda-42ea-adaa-53fe819488f6,A bit of Everything Avatar World
,,wrld_c16f28c0-a9b1-42c8-8d67-4fdecd92573c,JayD's Avatar Box
,,wrld_57df8917-fa91-4a8e-b8cf-1514949d260e,CandyPur's Avatar World
,,wrld_0ad11574-1561-4e68-8a36-537b4b63142d,
,,wrld_0ecc4280-ae0d-4d0b-88ec-242b5f5690d2,Nony's Avatar World
,,wrld_9cc5853b-56da-4726-aeb8-6af82d9433a2,Nony's Bean Crib
,,wrld_a9d89ace-8a47-4e60-8ddf-480a6b66217e,Rooms 4 Dayz
,,wrld_543655da-c543-4936-93e9-abf71be66c9b,Zardy's Maze Avatar World
,,wrld_1d91d142-8f26-49fb-ad69-53e7cab6b3c0,LisRosy Avatars
,,wrld_546b21e5-ed0c-4b7b-ac3b-37e5788443df,Our Safe Space (Avatars!)
,,wrld_7a2095f6-718e-4fa8-abe2-9d56611c85ff,Snakudon
,,wrld_b2ca0ba3-7dca-4afe-9296-c87392a87e32,Turtle
,,wrld_183964f7-825f-49b3-a4c6-e2b165908243,Ame's 135+ avatar/chill world -no more obstacle course-
,,wrld_aaed7e23-8798-41d5-bacc-347a0020b809,GAW4 (Ghost's Avatar World 4)(Call of Duty Avatars)
,,wrld_ececb51a-56be-4f85-89e6-77131e5eb85e,Seal's Avatar World
,,wrld_18e689a1-9e9a-4e88-9cef-07274d1f09bf,しゃけのぶきおきば
,,wrld_c767e5ce-d325-481f-adc4-6ddfe27c6dfa,Dao Campamento
,,wrld_d547feb3-7c21-471d-a0fb-41b9ccde08be,The Vik Zone
,,wrld_2fceffc3-2bd2-4d12-a88b-f6c89b3d8c72,withers hidey hole (Update)
,,wrld_ba4b9f4c-c595-4f86-8fa6-27c8d7b3be21,Monster Girl Avatar World
,,wrld_54dd4b7a-e269-4443-8663-39ec844869ff,Mez's Avatar World
,,wrld_c8e13f5d-bf1d-4383-8686-04659e90a878,Snow's Avatars
,,wrld_a4c8ff42-c413-40fd-b499-804c35906f07,Honkai Star Rail
,,wrld_b686e332-cea7-41dc-98af-643424d0ba2c,The Delta Archive [Avatar World]
,,wrld_0120bb03-a2f8-4e10-bf1c-17bbb67d71ad,Nelladeraj Femboy Avatar Home
,,wrld_32fc7d7d-c9df-4b1c-bac3-6d15255f9eaa,Ashidira Room
,,wrld_4397409b-290e-4971-8a73-7d6d4e28e06d,Main's Avi & Chill World
,,wrld_aa6bdfe9-2b2b-4540-9982-5a02f419f572,*New Avatars* ღMisa Avatars World ღ
,,wrld_1a40e6ec-1d8a-4cb1-9071-44f7c71c84d5,Arti's Avatar Home
,,wrld_fd5d27e2-76a9-4586-8dfc-8980baacbfc4,Ultrakill Avatar World
,,wrld_17351c24-62e9-475f-9190-2332e144e939,Gewehr 41 Avatar world 模型 5/1 update
,,wrld_90fc3bb0-6467-49ff-aa7e-d0123e6461dd,TRAVIS SCOTT'S ASTROWORLD AVATARS (NEW UPDATE!)
,,wrld_e7fed461-2c64-4178-bbca-e9ffa6751531,
,,wrld_713c8c4f-4494-44b9-813c-1cd3613bc5b1,Final Fantasy XIV Avatars
,,wrld_1063e0c7-7111-46aa-96c2-d781ea3e9ec3,FINAL FANTASY III Avatars
,,wrld_c2b57c94-20a0-489b-88ad-eb571a2fc631,Love Live! Quest Avatar World
,,wrld_e506170e-6768-466e-a51f-19eca07bb63f,Hinamizawa (Avatar World)
,,wrld_385f48d9-38fd-40f9-b0d7-445dee5af1e4,"Mizu's ""Mizu's Avatars"" Avatar World"
,,wrld_f279a251-659e-4bb8-9e2b-1a36aefc869b,AVATAR UPDATE- Armed Detective Agency - Bungou Stray Dogs
,,wrld_8e388ad4-7bb4-41ca-9cd5-b9e317a5f6c1,Hetalia Avatar World
,,wrld_46549981-7003-446b-88eb-16df69fa6dbd,
,,wrld_7128d9ff-be8c-4db4-af88-05a5db169cd4,UPDATE Love of Deira (SirDio Avatars)
,,wrld_dfcf1824-c28d-43b8-906b-3d94e4902001,Gio's avatar world
,,wrld_fde005c7-3cfc-4af0-8366-ba972407a8b6,NFS Carbon: Lookout Point
,,wrld_9ff2b236-87e9-4d9c-b422-6c196a611a4a,Who wants to be a Millionaire
,,wrld_e4d4a16e-d224-487e-979d-b10ae7464ba3,Telepalatte
,,wrld_250e3408-1190-44b5-8c66-987d54aee09d,Gyroscope
,,wrld_fd02b151-9147-410c-94bd-7d172669827a,DWorld
,,wrld_d9f102e6-6280-44a8-9c29-6c493aebac08,Low Budget Vanoss and Friends Avatars
,,wrld_89b6f144-d724-4aa8-b66e-3790c583e738,Wheel chair avatar world
,,wrld_7290543c-facd-4457-ab4d-50d3f5be5a1c,PATH OF TIME
,,wrld_7591d2c9-fdf8-497e-884d-4820973621a8,SHADDIX Avatars
,,wrld_3b405e3f-2f40-45d9-96a0-6b752f143c6e,Freedoms fnia avatar's (new map and a new avatar)
,,wrld_6da15e8d-b845-4973-a7d9-da21541c86bc,
,,wrld_daf04679-c310-4187-a687-1454942373e9,
,,wrld_1335985a-3f47-487d-8d71-e19b4a6688d6,PeekABowo's Avatars
,,wrld_d51bdac9-a5c8-467a-bc17-9d45f08a530d,Zaubervogel's Avatar Acropolis and Hub
,,wrld_d11f4f7e-f18f-47f6-a20e-ab707acd8173,Kirri's Quest Avatars
,,wrld_9647acf7-e077-4428-9f4f-4c8c0c49db55,Sleep Neko UwU Avatar
,,wrld_f2013a49-ac57-4684-a36d-39a152ac3917,VEINPRM0118
,,wrld_a9a684ba-efd4-40dc-98b4-22b0a585dcea,
,,wrld_802e3f3e-42db-4d67-95b8-028b94fdf4b1,
,,wrld_a641153b-acef-4ca8-8799-e2af9d72d0f2,
,,wrld_1066e4c4-05f3-40d7-b932-4aba4cedad24,芽吹いた息吹と消えゆく私～A budding breath and a vanishing me～
,,wrld_2b64793f-5d11-4f99-a1f3-64b15227a31b,Pastel Dream
,,wrld_8e20f6b4-1364-47ad-9dfc-a0083d10d83a,Twilight Ambience
,,wrld_9b9f7749-3668-4b02-8ecd-dc546226b3e4,Cyclone's Avatars 2
,,wrld_bdf7dc42-f5e1-461f-89e1-554665c4d9db,dur1's Hoyoverse Avatar Archive
,,wrld_e1a9bb87-ce13-4200-aaaf-844dc3d00cb9,DarrenZeus Homeworld
,,wrld_d144558a-0f52-484f-9e8a-23f7d5169435,夢の廊下
,,wrld_84fde647-0270-4d05-9ced-7f6102a22021,趣味の朗読会＊SHUMI NO ROUDOKUKAI＊JP
,,wrld_058a7146-fdf4-4606-bd94-be4768f340b7,葬送のフリーレン - そうげつ草
,,wrld_002ea08e-5ab6-474e-89f1-9b2d375a7a88,Mochi Earth
,,wrld_5374513c-68f1-4e55-9254-779337c50297,ネオンライトカレイドスコープ
,,wrld_aa863b7c-58f0-449a-8c04-055fef43d5c8,天使の異域
,,wrld_4b31e048-35b5-48bc-b781-51e00c128def,Theatrum Marcelli
,,wrld_7af46467-95e6-447c-9970-624b8a278b5c,Aedes Iovis Optimi Maximi Capitolini
,,wrld_1910230f-ffd7-4d5a-bc86-7ddd6bd1cc10,Forum Romanum
,,wrld_2bef0231-26ce-4940-8544-95621df67b9c,CLUB深海 -CLUB shinkai-
,,wrld_a2b599cf-e627-4924-8c44-80d8e0701317,KUMO Classroom
,,wrld_a237ad17-30c0-4759-b1ef-e6d5d72e54a1,Liniste
,,wrld_cb6cf1d7-dc1b-4371-aaae-cf2767224d73,Aquarium Salon (水族館サロン)
,,wrld_bfc3990b-8e72-4305-950a-abe13081964e,朝チュンお座敷/Morning Chun Tatami Room
,,wrld_205e9af2-4c3f-4d4e-b9d2-8fc6e2bff964,夜の架け橋 - Starlight garden -
,,wrld_5deff489-432d-4f22-bd50-3085773faa16,TOKYO MOOD by BEAMS
,,wrld_459b32d8-b3a7-4d8d-b0d2-05370ea3e674,Anthrocon 2024 Anthrocoaster! Mainstage VR Portal
,,wrld_d1f5180a-e3dc-4352-94dd-01714fca3c9d,Gates of Boletaria and The Lord's Path - Demon's Souls
,,wrld_cea3a5bb-ac5d-4027-86de-3be1e653bca5,Bloss's Garden
,,wrld_9b56462f-137b-4cc8-aae4-cf6c6b096b6e,Stargazer
,,wrld_2f8e5a15-cf39-4f04-8131-84abc73dd069,Parting Gift
,,wrld_09bf44df-513d-426c-b5fd-83fa67e300c3,Gallywix Party Palace
,,wrld_1d638943-9cea-44f3-b975-6c2b6f73bbbd,Nocturnadia
,,wrld_85e5a49f-4179-40fe-9076-a176a5dcf2ef,Dreamstar Getaway
,,wrld_05090148-5a13-44a4-ab06-b23169542b16,Healing Pools
,,wrld_2ca540ae-5c41-4949-be52-4e7a1e96aac2,S.K.Y
,,wrld_3612e066-8e20-47f6-be09-da1ceed6484e,Fog Forest
,,wrld_f5e85e36-66fd-444f-8b54-32dd91378a21,JLPT Japanese Study Hall
,,wrld_2a0a4c61-af4d-4fe6-81c1-77b781227c4f,Terra:Enchanter
,,wrld_a72809b7-ac39-4417-9c5f-f28df2893fc9,Artifice
